"Type","KeyCite Treatment","KeyCite URL","Title","Document URL","Court Line","Filed Date","Citation","Cite Caveat","Parallel Cite","Docket Num","Summary",
"Cases","","","Tech Pharmacy Services, LLC v. Alixa Rx LLC","https://www.westlaw.com/Document/I947a6bf0bdda11e6afc8be5a5c08bae9/View/FullText.html?listSource=Search&list=CASE&rank=866&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, E.D. Texas, Sherman Division.","December 08, 2016","Not Reported in Fed. Supp.","","2016 WL 7157483","4:15-CV-00766","Pending before the Court is Tech Pharmacy Services, LLCs (Tech Pharmacy) Motion to Dismiss the Fillmore Defendants' Counterclaims (Dkt. #92). After reviewing the relevant pleadings and responses, the Court determines the motion should be granted. Tech Pharmacy filed suit against Defendant Alixa Rx LLC and Defendant Golden Gate...",
"Cases","","","In re Castex Energy Partners, LP","https://www.westlaw.com/Document/I012408a0128111e8b0f5f1ddd5677a94/View/FullText.html?listSource=Search&list=CASE&rank=867&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Bankruptcy Court, S.D. Texas, Houston Division.","February 01, 2018","584 B.R. 150","","2018 WL 894056","17–35835, AP 17–03454","BANKRUPTCY - Abstention. Court had to abstain from hearing removed state law claims and counterclaims.",
"Cases","","","Williams v. Menes","https://www.westlaw.com/Document/If9daae309cfc11e8809390da5fe55bec/View/FullText.html?listSource=Search&list=CASE&rank=868&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","July 03, 2018","Slip Copy","","2018 WL 3803877","3:18-CV-1413-L-BN","This action filed by a pro se plaintiff has been referred to the undersigned United States magistrate judge for screening under 28 U.S.C. §636(b) and a standing order of reference from United States District Judge Sam A. Lindsay. The undersigned enters these findings of fact, conclusions of law, and recommendation that the Court should...",
"Cases","","","Meza v. City of Port Isabel","https://www.westlaw.com/Document/I3f7b7340df3311e6ae36ba8bbc8f4702/View/FullText.html?listSource=Search&list=CASE&rank=869&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Brownsville Division.","December 05, 2016","Not Reported in Fed. Supp.","","2016 WL 7852530","CV B–16–137","On May 13, 2016, Plaintiff Edward Meza (Meza) filed a complaint against Defendants Port Isabel City Commissioners Juan Jose Zamora (Zamora) and Martin Cantu (Cantu) as well as the City of Port Isabel (City or Port Isabel) (collectively, the three are referred to as...",
"Cases","","","Greco v. National Football League","https://www.westlaw.com/Document/I228a3530ffe711e692ccd0392c3f85a3/View/FullText.html?listSource=Search&list=CASE&rank=870&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","March 02, 2017","Not Reported in Fed. Supp.","","2017 WL 819502","3:13-CV-1005-M","Before the Court is Plaintiffs' Motion for Leave to File their First Amended Complaint (ECF No. 193). For the reasons stated below, Plaintiffs' Motion is DENIED. This case concerns the temporary seating problems encountered by ticketholders at Super Bowl XLV, held on February 6, 2011. Plaintiffs assert breach of contract and tort claims, alleging...",
"Cases","","","Musket Corporation v. Suncor Energy (U.S.A.) Marketing, Inc.","https://www.westlaw.com/Document/If54d5880f41b11e69f02f3f03f61dd4d/View/FullText.html?listSource=Search&list=CASE&rank=871&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Houston Division.","February 15, 2017","Not Reported in Fed. Supp.","","2017 WL 607128","CV H–15–100","Pending before the court is a motion for summary judgment filed by defendant Suncor Energy (U.S.A.) Marketing, Inc. (Suncor). Dkt. 73. After considering the motion, response, supplement to the response, reply, and applicable law, the court is of the opinion that Suncors motion for summary judgment should be GRANTED IN PART AND...",
"Cases","","","Pacheco v. St. Mary's University","https://www.westlaw.com/Document/Ia65863b0572011e7bb97edaf3db64019/View/FullText.html?listSource=Search&list=CASE&rank=872&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, W.D. Texas, San Antonio Division.","June 20, 2017","Not Reported in Fed. Supp.","","2017 WL 2670758","15-CV-1131 (RCL)","Plaintiff Alfonso Pacheco was a student at defendant St. Marys University, a private Catholic university located in San Antonio, Texas. He was suspended from the university following accusations and a subsequent finding that he committed violations of the universitys Code of Conduct for sexual harassment against a fellow student and...",
"Cases","","","Cruson v. Jackson National Life Insurance Company","https://www.westlaw.com/Document/I1cb9da409b9311e8809390da5fe55bec/View/FullText.html?listSource=Search&list=CASE&rank=873&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, E.D. Texas, Sherman Division.","August 08, 2018","Slip Copy","","2018 WL 3752853","4:16-CV-00912","Pending before the Court is Defendant Jackson National Life Insurance Companys Motion for Summary Judgment (Dkt. #59). Having considered the relevant pleadings and evidence, the Court finds the motion should be granted in part and denied in part. Plaintiffs David Cruson and John Denman (Named Plaintiffs or...",
"Cases","","","Rayes v. Stantec Architecture, Inc.","https://www.westlaw.com/Document/I9f6b0790a73f11e8943bb2cb5f7224e8/View/FullText.html?listSource=Search&list=CASE&rank=874&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","March 27, 2018","Slip Copy","","2018 WL 4026372","3:17-CV-01595-N","This Order addresses (1) Plaintiff Robert Rayes' motion for summary judgment [11], (2) Defendant Stantec Architecture, Inc.s (Stantec) motion for summary judgment [20], and (3) Rayes' motion to strike [33]. For the reasons set forth below, the Court grants Stantecs motion for summary judgment, denies Rayes' motion for...",
"Cases","","","Tavakkoli v. Helwig","https://www.westlaw.com/Document/Iff133560a73e11e8ba29f178bdd7ef1e/View/FullText.html?listSource=Search&list=CASE&rank=875&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","June 20, 2017","Slip Copy","","2017 WL 10126204","3:16-CV-2202-N","This Order addresses Defendant J.S. Helwig & Son, LLCs (Helwig & Son) motion for summary judgment [30]. The Court grants as to Plaintiff Pasha Sahand Tavakkolis breach of contract claim requesting paid vacation, and denies the remainder of the motion. This case arises from Tavakkolis employment by Helwig & Son....",
"Cases","","","Mary'z Mediterranean Cuisine, Inc. v. Blackboard Insurance Company","https://www.westlaw.com/Document/If2b00250aad411e88c45d187944abdda/View/FullText.html?listSource=Search&list=CASE&rank=876&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Houston Division.","August 27, 2018","Slip Copy","","2018 WL 4080458","CV H-18-1790","Plaintiff Maryz Mediterranean Cuisine, Inc. (Plaintiff or Maryz) filed this action on April 11, 2018, in the 80th Judicial District Court of Harris County, Texas, against Defendant Blackboard Insurance Company f/k/a Hamilton Insurance Company (Blackboard), Texas General Insurance (Texas...",
"Cases","","","New York Pizzeria, Inc. v. Syal","https://www.westlaw.com/Document/I03accba01e3711e79de0d9b9354e8e59/View/FullText.html?listSource=Search&list=CASE&rank=877&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Galveston Division.","April 05, 2017","Not Reported in Fed. Supp.","","2017 WL 1313759","3:13-CV-00335","This motion originates from a lawsuit filed by New York Pizzeria (NYPI) against Adrian Hembree, Ginas Licensing Company (GLC), and a number of other defendants. NYPI asserted a number of business torts based principally on the allegation that the defendants had stolen their recipes for pizza and other Italian dishes. This court granted...",
"Cases","","","Tech Pharmacy Services, LLC v. Alixa Rx LLC","https://www.westlaw.com/Document/I1196a7201eb111e7afe7804507f6db3f/View/FullText.html?listSource=Search&list=CASE&rank=878&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, E.D. Texas, Sherman Division.","April 10, 2017","Not Reported in Fed. Supp.","","2017 WL 1319556","4:15-CV-766","Pending the Court is Alixa Rx LLC, Golden Gate National Senior Care LLC d/b/a Golden LivingCenters, Fillmore Capital Partners, LLC, Fillmore Strategic Investors, LLC, and Fillmore Strategic Management, LLCs (Defendants) Motion for Reconsideration of Magistrates Order on Motion for Leave to Supplement P.R. 3-3 Invalidity...",
"Cases","","","Bustos v. Dennis","https://www.westlaw.com/Document/Ie792eee00e2311e7b984d2f99f0977c6/View/FullText.html?listSource=Search&list=CASE&rank=879&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, W.D. Texas, San Antonio Division.","March 17, 2017","Not Reported in Fed. Supp.","","2017 WL 1049570","SA-17-CV-39-XR","On this date, the Court considered Defendant Gregg Dennis' Motion to Transfer Venue (Docket no. 5) and Plaintiff Ernest Bustos' Opposition (Docket no. 10). After careful consideration, the Court GRANTS the Motion to Transfer (Docket no. 5) and TRANSFERS the case to the United States District Court for the District of Nevada. Plaintiff Ernest...",
"Cases","","","CompuCom Systems, Inc. v. WJ Global, LLC","https://www.westlaw.com/Document/I330f9790166411e79de0d9b9354e8e59/View/FullText.html?listSource=Search&list=CASE&rank=880&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","March 31, 2017","Not Reported in Fed. Supp.","","2017 WL 1190492","3:14-CV-3625-L","Before the court is Plaintiff CompuCom Systems, Inc.s Motion for Entry of Default Judgment (Motion) (Doc. 47), filed October 9, 2015; and Plaintiff CompuCom Systems, Inc.s Expedited Motion to Release or Reduce Preliminary Injunction Bond (Doc. 52), filed January 20, 2017. On June 21, 2016, Magistrate Judge Paul D....",
"Cases","","","Biliouris v. Patman","https://www.westlaw.com/Document/Ie95268200fa211e79277eb58f3dd13cc/View/FullText.html?listSource=Search&list=CASE&rank=881&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","March 21, 2017","Not Reported in Fed. Supp.","","2017 WL 1078526","3:16-CV-1461-M","Before the Court is Defendants' Motion to Dismiss for Failure to State a Claim (ECF No. 4). For the reasons stated below, the Motion is GRANTED IN PART and DENIED IN PART. On May 31, 2016, Plaintiffs filed their Complaint alleging that Defendants violated the Texas Uniform Fraudulent Transfer Act (TUFTA), to avoid paying a judgment...",
"Cases","","","Giovinale v. JP Morgan Chase Bank, N.A.","https://www.westlaw.com/Document/I2e048ea0107811e7b123a7c0dc92d5ef/View/FullText.html?listSource=Search&list=CASE&rank=882&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Houston Division.","March 23, 2017","Not Reported in Fed. Supp.","","2017 WL 1092312","CV H-16-986","Pending before the court is defendant JP Morgan Chase Bank, N.A.s (Chase) partial motion to dismiss plaintiff Nancy Giovinales complaint (Dkt. 1, Ex. B). Dkt. 7. Having considered the motion to dismiss, response, reply, and applicable law, the court finds that Chases partial motion should be GRANTED. Additionally,...",
"Cases","","","Berry v. Seterus, Inc.","https://www.westlaw.com/Document/I13961e90183811e78e18865f4d27462d/View/FullText.html?listSource=Search&list=CASE&rank=883&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Corpus Christi Division.","March 31, 2017","Not Reported in Fed. Supp.","","2017 WL 1196207","2:17-CV-5","Plaintiff William H. Berry, Jr. (Berry) filed this action on January 2, 2017, to prevent the foreclosure of a lien against his homestead property located at 13702 A La Entrada Calle, Corpus Christi, Nueces County, Texas. In the Nueces County Court at Law No. One, he sued Defendant Seterus, Inc. (Seterus) (the mortgage servicer for his note), the...",
"Cases","","","Canady v. Davis","https://www.westlaw.com/Document/I4669e360299511e7afe7804507f6db3f/View/FullText.html?listSource=Search&list=CASE&rank=884&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","April 24, 2017","687 Fed.Appx. 362","","2017 WL 1437267","15-20003","Warren Canady appeals the district court's grant of summary judgment in favor of the Director of the Correctional Institutions Division of the Texas Department of Criminal Justice (TDCJ) in a case seeking habeas corpus relief. Canady's habeas petition challenged his prison disciplinary conviction for possession of contraband, i.e.,...",
"Cases","","","McGee v. Citi Mortgage, Incorporated","https://www.westlaw.com/Document/I6c023020fb3511e692ccd0392c3f85a3/View/FullText.html?listSource=Search&list=CASE&rank=885&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","February 23, 2017","680 Fed.Appx. 287","","2017 WL 728691","16-10899","REAL PROPERTY - Appeals. Court would not permit mortgagors to recast their claim on appeal to press claim that they failed to raise in district court.",
"Cases","","","Chatmon v. West Texas Counseling & Rehabilitation","https://www.westlaw.com/Document/Ibb560360307611e7815ea6969ee18a03/View/FullText.html?listSource=Search&list=CASE&rank=886&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","May 02, 2017","688 Fed.Appx. 291","","2017 WL 1683057","15-11239","Timothy Chatmon seeks leave to proceed in forma pauperis (IFP) on appeal from the Federal Rule of Civil Procedure 12(b)(6) dismissal of his complaint alleging breach of contract and violations of Title VII of the Civil Rights Act (Title VII) and the Americans with Disability Act (ADA). By moving to proceed IFP, Chatmon is challenging the district...",
"Cases","","","United States v. Jordan","https://www.westlaw.com/Document/I04688f400a6711e7b123a7c0dc92d5ef/View/FullText.html?listSource=Search&list=CASE&rank=887&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","March 14, 2017","851 F.3d 393","","2017 WL 1014395","15-41627, 15-20454","CRIMINAL JUSTICE - Sentencing. Sentencing enhancement for conduct evidencing the intent to carry out such threat was warranted for defendant convicted of filing false liens.",
"Cases","","","Johnson v. United Airlines, Incorporated","https://www.westlaw.com/Document/I77e4dc409a4f11e6972aa83e6c16e5f7/View/FullText.html?listSource=Search&list=CASE&rank=888&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","October 21, 2016","670 Fed.Appx. 228","","2016 WL 6156020","16-20331","This court has carefully considered this appeal in light of the briefs and pertinent portions of the record. In this contract dispute, plaintiff-appellant claims that she is entitled to Continental's highest frequent flyer status for life. The magistrate judge addressed all the issues raised by the parties and concluded that the appellant could not...",
"Cases","","","Antony v. Federal Home Loan Mortgage Corporation","https://www.westlaw.com/Document/If6d47280e2a811e6ac07a76176915fee/View/FullText.html?listSource=Search&list=CASE&rank=889&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","January 23, 2017","673 Fed.Appx. 447","","2017 WL 344280","16-20378","Plaintiffs-Appellants Andrew and Jensy Antony challenged the foreclosure of their home, asserting wrongful foreclosure, quiet title, breach of contract, and violations of the Truth in Lending Act (TILA), and seeking a declaratory judgment that Defendants-Appellees did not have an interest in the Antonys' property. Appellees moved for...",
"Cases","","","Garofolo v. Ocwen Loan Servicing, L.L.C.","https://www.westlaw.com/Document/Iea6a26908a5411e6a46fa4c1b9f16bf3/View/FullText.html?listSource=Search&list=CASE&rank=890&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","October 03, 2016","669 Fed.Appx. 219","","2016 WL 5724780","14-51156","Teresa Garofolo (Garofolo) appealed the district court's dismissal of her claims against Ocwen Loan Servicing, L.L.C., (Ocwen) for violating Article XVI, §50(a)(6)(Q)(vii), of the Texas Constitution and for breach of contract to this court. Because the case raised an important issue of Texas constitutional...",
"Cases","","","Armando v. Davis","https://www.westlaw.com/Document/Iec0f48f047ef11e79657885de1b1150a/View/FullText.html?listSource=Search&list=CASE&rank=891&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","June 01, 2017","690 Fed.Appx. 198","","2017 WL 2407810","16-11178","Oscar Armando, Texas prisoner #1361831, moves for leave to proceed in forma pauperis (IFP) on appeal from the dismissal of his 42 U.S.C. § 1983 complaint. Additionally, he moves to enforce or for further relief. In dismissing Armando's complaint as frivolous pursuant to 28 U.S.C. §§ 1915A(b)(1) and 1915(e)(2)(B)(i), the...",
"Cases","","","Copeland v. Wells Fargo Bank, N.A.","https://www.westlaw.com/Document/Ia53c2340bfe411e7b3adfa6a631648d5/View/FullText.html?listSource=Search&list=CASE&rank=892&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","November 01, 2017","699 Fed.Appx. 444","","2017 WL 4973819","17-50414","Plaintiff-Appellant Paul E. Copeland, Jr. (Copeland) sued Wells Fargo Bank (Wells Fargo) and Federal National Mortgage Association alleging breach of contract and wrongful foreclosure relating to a property in Cedar Creek, Bastrop County, Texas (the Property), in state court. After removal to federal court, the district...",
"Cases","","","Webb v. Everhome Mortgage","https://www.westlaw.com/Document/I110218b0708911e7b7978f65e9bf93b3/View/FullText.html?listSource=Search&list=CASE&rank=893&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","July 21, 2017","704 Fed.Appx. 327","","2017 WL 3121983","17-10243","REAL PROPERTY - Mortgages and Deeds of Trust. Lender did not breach lending agreement by failing to provide documentation to insurer so that required property insurance could be reinstated.",
"Cases","","","Claimant ID 100153748 v. BP Exploration & Production, Incorporated","https://www.westlaw.com/Document/I80c6fae0ad3711e7b242b852ef84872d/View/FullText.html?listSource=Search&list=CASE&rank=894&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","September 22, 2017","708 Fed.Appx. 812","","2017 WL 4479418","16-31079","COMMERCIAL LAW - Settlements. District court did not have any obligation to review denied claims on basis that similar entities' claims were granted and not appealed.",
"Cases","","","LegacyRG, Incorporated v. Harter","https://www.westlaw.com/Document/Id6e309407d6d11e7bb97edaf3db64019/View/FullText.html?listSource=Search&list=CASE&rank=895&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","August 08, 2017","705 Fed.Appx. 223","","2017 WL 3405532","16-20506","COMMERCIAL LAW - Contracts. Issues of fact existed as to whether restaurant company authorized increased payroll payments to employee or whether employee stole the money.",
"Cases","","","Black v. Redmond","https://www.westlaw.com/Document/I302404c0a25b11e7a9cdf8f74902bf96/View/FullText.html?listSource=Search&list=CASE&rank=896&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","September 22, 2017","709 Fed.Appx. 766","","2017 WL 4231105","17-20132","COMMERCIAL LAW - Trial. Jury's verdict finding defendant breached parties' partnership agreement was not against the weight of the evidence as would warrant new trial.",
"Cases","","","Dung Quoc Pham v. Blaylock","https://www.westlaw.com/Document/I19d444d0b4c811e7a814f1ab34e02c4f/View/FullText.html?listSource=Search&list=CASE&rank=897&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","October 17, 2017","712 Fed.Appx. 360","","2017 WL 4679261","16-30920","EDUCATION - Student Discipline. University student's expulsion from pharmacy school due to two incidents related to accusations of cheating did not deprive him of due process.",
"Cases","","","Lemieux v. American Optical Corporation","https://www.westlaw.com/Document/I97269cf0f23811e79fcefd9d4766cbba/View/FullText.html?listSource=Search&list=CASE&rank=898&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","January 04, 2018","712 Fed.Appx. 409","","2018 WL 297203","17-30346","TORTS - Settlements. Prescriptive period on cause of action to ify settlement agreement began to run immediately on date that agreement was signed.",
"Cases","Red KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Id9e2d4c0e6b511e7adf1d38c358a4230&rank=899&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Archer and White Sales, Inc. v. Henry Schein, Inc.","https://www.westlaw.com/Document/Id9e2d4c0e6b511e7adf1d38c358a4230/View/FullText.html?listSource=Search&list=CASE&rank=899&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","December 21, 2017","878 F.3d 488","","2017 WL 6523680","16-41674","LITIGATION - Alternative Dispute Resolution. It was for the court, and not the arbitrator, to decide the question of arbitrability of plaintiff's antitrust claims, even if arbitration agreement delegated this question to arbitrator.",
"Cases","","","Babin v. Quality Energy Services, Incorporated","https://www.westlaw.com/Document/I2b197560e0e911e79fcefd9d4766cbba/View/FullText.html?listSource=Search&list=CASE&rank=900&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","December 14, 2017","877 F.3d 621","","2017 WL 6374738","17-30059","LABOR AND EMPLOYMENT - Limitations. Participant's ERISA claim that plan administrator failed to provide him with copies of short- and long-term disability plan documents was a delictual claim subject to one-year prescriptive period.",
"Cases","","","Trois v. Apple Tree Auction Center, Incorporated","https://www.westlaw.com/Document/Idc5bf1400b3711e8b565bb5dd3180177/View/FullText.html?listSource=Search&list=CASE&rank=901&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","February 05, 2018","882 F.3d 485","","2018 WL 706517","16-51414","LITIGATION - Jurisdiction. Texas District Court had personal jurisdiction over Ohio auction center related to fraud claims based on telephone conversations with Texas collector.",
"Cases","","","Howard v. Maxum Indemnity Company","https://www.westlaw.com/Document/Ia9718d10e0f511e78c5db03c58f2bc1d/View/FullText.html?listSource=Search&list=CASE&rank=902&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","December 13, 2017","715 Fed.Appx. 372","","2017 WL 6375572","16-11746","INSURANCE - Choice of Law. Hotel patron waived for appellate review any choice-of-law argument that hotel insurance policy that had been assigned to patron was governed by Oklahoma law.",
"Cases","","","PlainsCapital Bank v. Rogers","https://www.westlaw.com/Document/I52ac3a10bac211e786a7a317f193acdc/View/FullText.html?listSource=Search&list=CASE&rank=903&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","October 25, 2017","715 Fed.Appx. 325","","2017 WL 4838393","16-41654","FINANCE AND BANKING - Jurisdiction. Failed bank's assignee could not show federal-question jurisdiction in action against maker by asserting it was federal holder of notes in due course.",
